slug,title,wd_label,confidence,qid,burial,lat,lon,order,patronage_wd,image_url,commons,feast_raw,birth_raw,death_raw,source_url,image_license,image_credit
blessed-francis-xavier-seelos,Blessed Francis Xavier Seelos,Francis Xavier Seelos,label,Q75940,Saint Mary's Assumption Church,29.93075,-90.074774,Congregation of the Most Holy Redeemer,,http://commons.wikimedia.org/wiki/Special:FilePath/Blessed%20Francis%20Xavier%20Seelos.jpg,Francis Xavier Seelos,October 4,1819-01-11T00:00:00Z,1867-10-04T00:00:00Z,https://www.wikidata.org/wiki/Q75940,public domain,
blessed-virgin-mary,Blessed Virgin Mary,Mary,label,Q345,Tomb of the Virgin Mary,31.780131,35.239409,,,http://commons.wikimedia.org/wiki/Special:FilePath/Duccio%20The-Madonna-and-Child-128.jpg,Virgin Mary,August 15,-0017-01-01T00:00:00Z,0048-01-01T00:00:00Z,https://www.wikidata.org/wiki/Q345,public domain,
st-achilleus,St. Achilleus,Achilleus,"AMBIGUOUS 5: Q579495,Q579522,Q3948626,Q124771444",Q579495,,,,,,,,,,,https://www.wikidata.org/wiki/Q579495,,
st-adalbert,St. Adalbert,Adalbert,label,Q77394,Magdeburg,52.1315889,11.6399609,Benedictines,,http://commons.wikimedia.org/wiki/Special:FilePath/Adalbert%20of%20Magdeburg.jpg,Adalbert von Magdeburg,June 20,0910-01-01T00:00:00Z,0981-06-25T00:00:00Z,https://www.wikidata.org/wiki/Q77394,public domain,
st-agatha,St. Agatha,Agatha of Sicily,label,Q200895,Catania Cathedral,37.50246,15.08821,,,http://commons.wikimedia.org/wiki/Special:FilePath/Agatha%20orthodox%20icon.jpg,Agatha of Sicily,February 18,0235-09-08T00:00:00Z,0261-02-05T00:00:00Z,https://www.wikidata.org/wiki/Q200895,public domain,
st-agnes,St. Agnes,Agnes of Rome,label,Q210096,Sant'Agnese fuori le mura,41.922917,12.518878,,,http://commons.wikimedia.org/wiki/Special:FilePath/Santa%20Agnese%20-%20mosaico%20Santa%20Agnese%20fuori%20le%20mura.jpg,Saint Agnes of Rome,January 21,0291-01-01T00:00:00Z,0304-01-22T00:00:00Z,https://www.wikidata.org/wiki/Q210096,needs review: CC BY-SA 2.0,"Parrocchia di Santa Agnese fuori le Mura — Wikimedia Commons, CC BY-SA 2.0"
st-albert-the-great,St. Albert the Great,Albertus Magnus,label,Q60059,St. Andreas Church,50.941869,6.954911,Dominican Order,,http://commons.wikimedia.org/wiki/Special:FilePath/Tommaso%20da%20modena%2C%20ritratti%20di%20domenicani%20%28vescovo%29%201352%20150cm%2C%20treviso%2C%20ex%20convento%20di%20san%20niccol%C3%B2%2C%20sala%20del%20capitolo.jpg,Albertus Magnus,November 15,1200-01-01T00:00:00Z,1280-11-22T00:00:00Z,https://www.wikidata.org/wiki/Q60059,public domain,
st-aloysius-gonzaga,St. Aloysius Gonzaga,Aloysius Gonzaga,label,Q310307,Altar of Saint Aloysius Gonzaga,,,Society of Jesus,,http://commons.wikimedia.org/wiki/Special:FilePath/Collection%20Motais%20de%20Narbonne%20-%20Saint%20Louis%20de%20Gonzague%20adorant%20le%20crucifix%20-%20Mazzanti.jpg,Aloisio Gonzaga,June 21,1568-03-19T00:00:00Z,1591-06-21T00:00:00Z,https://www.wikidata.org/wiki/Q310307,public domain,
st-alphonsus-liguori,St. Alphonsus Liguori,Alphonsus Maria de Liguori,label,Q273334,Salerno,40.680555555,14.759444444,Congregation of the Most Holy Redeemer,,http://commons.wikimedia.org/wiki/Special:FilePath/Liguori.jpg,Alphonsus Liguori,August 1,1696-09-27T00:00:00Z,1787-08-01T00:00:00Z,https://www.wikidata.org/wiki/Q273334,needs review: CC BY-SA 3.0,"Unknown author — Wikimedia Commons, CC BY-SA 3.0"
st-ambrose,St. Ambrose,Ambrose,label,Q43689,Basilica of Sant'Ambrogio,45.4625,9.175833333,,beekeeper,http://commons.wikimedia.org/wiki/Special:FilePath/AmbroseOfMilan.jpg,Saint Ambrose,December 20,0339-01-01T00:00:00Z,0397-04-05T00:00:00Z,https://www.wikidata.org/wiki/Q43689,public domain,
st-andre-bessette,St. André Bessette,André Bessette,label,Q517066,Quebec,52.0,-72.0,Congregation of the Holy Cross,,http://commons.wikimedia.org/wiki/Special:FilePath/Fr%C3%A8re%20Andr%C3%A9%201920.jpg,André Bessette,January 6,1845-08-09T00:00:00Z,1937-01-06T00:00:00Z,https://www.wikidata.org/wiki/Q517066,public domain,
st-andrew,St. Andrew,Andrew the Apostle,label,Q43399,Church of the Holy Apostles,41.019722222,28.949722222,,Greece; Imperial Russian Navy; Romania; Russia; Russian Navy; Scotland; fishery; sea shipping,http://commons.wikimedia.org/wiki/Special:FilePath/Martirio%20de%20San%20Andr%C3%A9s%2C%20por%20Juan%20Correa%20de%20Vivar.jpg,Saint Andrew,November 30,-0005-01-01T00:00:00Z,0060-11-28T00:00:00Z,https://www.wikidata.org/wiki/Q43399,public domain,
st-andrew-dung-lac-and-his-companions,St. Andrew Dung-Lac and his companions,Andrew Dung-Lac,label,Q496924,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20Paul%20Catholic%20Church%20%28Westerville%2C%20Ohio%29%20-%20Saint%20Andrew%20Dung%20Lac.jpg,Andrew Dũng-Lạc,November 24,1795-01-01T00:00:00Z,1839-12-21T00:00:00Z,https://www.wikidata.org/wiki/Q496924,needs review: CC BY-SA 3.0,"Nheyob (cropped by Rabanus Flavus) — Wikimedia Commons, CC BY-SA 3.0"
st-angela-merici,St. Angela Merici,Angela Merici,label,Q236216,Sant'Angela Merici,45.534446,10.225104,Third Order of Saint Francis; Ursulines,,http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20Angela%20Merici.jpg,Angela Merici,January 27,1474-03-30T00:00:00Z,1540-01-27T00:00:00Z,https://www.wikidata.org/wiki/Q236216,public domain,
st-anne-and-joachim,St. Anne (and Joachim),Saint Anne,label,Q164294,Tomb of the Virgin Mary,31.780131,35.239409,,,http://commons.wikimedia.org/wiki/Special:FilePath/Chanter%20Angelos%20Akotandos%20-%20St%20Anne%20with%20the%20Virgin%20-%20Google%20Art%20Project.jpg,Saint Anne,September 9,-0054-01-01T00:00:00Z,0012-01-01T00:00:00Z,https://www.wikidata.org/wiki/Q164294,public domain,
st-anselm,St. Anselm,Anselm of Canterbury,label,Q43939,Canterbury Cathedral,51.279811,1.083001,Benedictines,,http://commons.wikimedia.org/wiki/Special:FilePath/Anselm-CanterburyVit.jpg,Anselm of Canterbury,April 21,1033-01-01T00:00:00Z,1109-05-05T00:00:00Z,https://www.wikidata.org/wiki/Q43939,public domain,
st-ansgar,St. Ansgar,Ansgar,label,Q110299,,,,Benedictines,,http://commons.wikimedia.org/wiki/Special:FilePath/Peiffer%20-%20St.%20Ansgar%20-%20Trostbr%C3%BCcke%20Hamburg%20cropped.jpg,Saint Ansgar,February 3,0801-09-12T00:00:00Z,0865-02-07T00:00:00Z,https://www.wikidata.org/wiki/Q110299,needs review: CC BY-SA 3.0,"Oursana — Wikimedia Commons, CC BY-SA 3.0"
st-anthony,St. Anthony,Anthony,"AMBIGUOUS 3: Q4067221,Q4067256,Q4067269",Q4067221,Ilyinskoye Cemetery,64.53,40.585,,,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A1%D0%B2%D1%8F%D1%89%D0%B5%D0%BD%D0%BD%D0%BE%D0%BC%D1%83%D1%87%D0%B5%D0%BD%D0%B8%D0%BA%20%D0%90%D0%BD%D1%82%D0%BE%D0%BD%D0%B8%D0%B9%20%28%D0%91%D1%8B%D1%81%D1%82%D1%80%D0%BE%D0%B2%29.jpg,Anthony (Bystrov),,1858-10-23T00:00:00Z,1931-07-16T00:00:00Z,https://www.wikidata.org/wiki/Q4067221,public domain,
st-anthony-mary-claret,St. Anthony Mary Claret,Anthony Mary Claret,label,Q162973,Sant Antoni Maria Claret de Vic,41.927546,2.253599,Missionary Sons of the Immaculate Heart of Mary,,http://commons.wikimedia.org/wiki/Special:FilePath/Antonio%20Mar%C3%ADa%20Claret%2C%20c.1860.jpg,Antoni Maria Claret,October 24,1807-12-23T00:00:00Z,1870-10-24T00:00:00Z,https://www.wikidata.org/wiki/Q162973,public domain,
